time_s,transmit_positive,transmit_negative,measured_positive,measured_negative,pulse_inversion_half_sum,recovered_harmonic,validation_true_nonlinear
9.5e-07,-9.47744204918756e-33,9.47744204918756e-33,0.047277596117772124,-0.014299461355371173,0.016489067381200477,0.016489067381200477,-0.000469825157140711
9.75e-07,-9.112973551104708e-33,9.112973551104708e-33,0.002769631358562032,0.01882690564608386,0.010798268502322947,0.010798268502322947,-0.0004698249614215672
1e-06,1.5813186623248263e-46,-1.5813186623248263e-46,0.010019719605790909,0.00865239322975681,0.00933605641777386,0.00933605641777386,-0.00046982476628914816
1.025e-06,3.025613770347438e-32,-3.025613770347438e-32,-0.006967370983194528,0.01980760129375718,0.006420115155281326,0.006420115155281326,-0.00046982457174232366
1.05e-06,1.0447151534550585e-31,-1.0447151534550585e-31,-0.014559949790203013,0.0008070143301986254,-0.006876467730002194,-0.006876467730002194,-0.0004698243777799606
1.075e-06,2.603749514978741e-31,-2.603749514978741e-31,-0.01015893383583026,0.010143424783538241,-7.754526146009147e-06,-7.754526146009147e-06,-0.00046982418440091525
1.1e-06,5.528718722254671e-31,-5.528718722254671e-31,-0.034089964669815086,-0.019638391630745926,-0.026864178150280506,-0.026864178150280506,-0.0004698239916040285
1.125e-06,1.0473915024344058e-30,-1.0473915024344058e-30,-0.00515486801893295,0.006066667197654822,0.000455899589360936,0.000455899589360936,-0.0004698237993881414
1.15e-06,1.7902781518933347e-30,-1.7902781518933347e-30,0.0013091520492935407,-0.018571765282652527,-0.008631306616679494,-0.008631306616679494,-0.00046982360775209097
1.175e-06,2.7301797085035627e-30,-2.7301797085035627e-30,-0.022983538445260545,-0.0019380939946503427,-0.012460816219955444,-0.012460816219955444,-0.00046982341669473207
1.2e-06,3.547202181387561e-30,-3.547202181387561e-30,-0.03208661444113626,0.014833600350698025,-0.008626507045219117,-0.008626507045219117,-0.0004698232262149298
1.225e-06,3.32657678981896e-30,-3.32657678981896e-30,0.002661341921321307,0.01305384434323328,0.007857593132277293,0.007857593132277293,-0.00046982303631157296
1.25e-06,-1.220045415903773e-43,1.220045415903773e-43,-0.022645686085682862,0.018210805326840582,-0.0022174403794211397,-0.0022174403794211397,-0.00046982284698355296
1.275e-06,-1.0505971231145112e-29,1.0505971231145112e-29,-0.012176440620792983,0.013621175932783445,0.000722367655995231,0.000722367655995231,-0.0004698226582297766
1.3e-06,-3.5380441761277335e-29,3.5380441761277335e-29,-0.007374931134294826,0.023278372547257106,0.00795172070648114,0.00795172070648114,-0.0004698224700491402
1.325e-06,-8.600173189124634e-29,8.600173189124634e-29,0.009749470937543074,-0.02405720885184124,-0.007153868957149083,-0.007153868957149083,-0.00046982228244054605
1.35e-06,-1.7810459674981542e-28,1.7810459674981542e-28,-0.02445139241501689,-0.014922969803058654,-0.019687181109037773,-0.019687181109037773,-0.0004698220954028808
1.375e-06,-3.2908062772749125e-28,3.2908062772749125e-28,0.008592291830952474,0.008543104244740859,0.008567698037846665,0.008567698037846665,-0.00046982190893503676
1.4e-06,-5.4860077977854055e-28,5.4860077977854055e-28,-0.018589537781777736,-0.014491341936632936,-0.016540439859205336,-0.016540439859205336,-0.0004698217230359067
