a_m=0.009246010048290298,b_m=0.002648018873008202,c_m=0.008575913291890601,d_m=0.005
time_s,source_pressure_pa,receiver_pressure_pa,piezo_voltage_v,piezo_voltage_envelope_v
9.973636363636364e-06,7.389599582515691e-35,1.288633941324709e-05,1.488632160429633e-11,1.6112704184119777e-11
9.981818181818183e-06,4.1968655384534713e-35,1.3005217327281102e-05,1.510143282335118e-11,1.5758228705636878e-11
9.990000000000001e-06,1.893636462156293e-35,1.2970855300665193e-05,1.514014662189783e-11,1.5408150757184272e-11
9.99818181818182e-06,2.8137841334762828e-36,1.2791645254688878e-05,1.5009620201419838e-11,1.5062524604207193e-11
1.0006363636363637e-05,-8.01804276953685e-36,1.2477320291168593e-05,1.4718712441755998e-11,1.472140040705106e-11
1.0014545454545456e-05,-1.4864515074433444e-35,1.203876342570214e-05,1.4277803903056935e-11,1.4384824273557948e-11
1.0022727272727274e-05,-1.8766088422765635e-35,1.1487810739763117e-05,1.3698605094818383e-11,1.4052838312169881e-11
1.0030909090909092e-05,-2.0542020945923102e-35,1.0837051904466095e-05,1.299395599023124e-11,1.372548068968262e-11
1.003909090909091e-05,-2.0829012012902765e-35,1.0099630923092987e-05,1.2177619760832044e-11,1.340278569263941e-11
1.0047272727272729e-05,-2.011478771925872e-35,9.28904979544013e-06,1.1264073659296068e-11,1.308478379115461e-11
1.0055454545454547e-05,-1.8766881548411763e-35,8.418977629432328e-06,1.0268299895424754e-11,1.2771501705125634e-11
1.0063636363636365e-05,-1.7056979181994267e-35,7.503067520602143e-06,9.205579231659871e-12,1.246296247496145e-11
1.0071818181818183e-05,-1.5181262033412347e-35,6.5547832937764494e-06,8.091289870988972e-12,1.2159185532414361e-11
1.0080000000000002e-05,-1.3277209915666098e-35,5.587237957523578e-06,6.940714030649374e-12,1.1860186773837075e-11
1.008818181818182e-05,-1.1437321236929035e-35,4.613045463106093e-06,5.768854387068429e-12,1.1565978637131999e-11
1.0096363636363638e-05,-9.720188438409408e-36,3.644187088959587e-06,4.5902623516576045e-12,1.1276570178628628e-11
1.0104545454545457e-05,-8.159334026510308e-36,2.6918934941413837e-06,3.418879890106957e-12,1.0991967152184434e-11
1.0112727272727275e-05,-6.770173696116243e-36,1.7665432062031238e-06,2.267896341499118e-12,1.071217208933778e-11
1.0120909090909093e-05,-5.5554314622493506e-36,8.775780363155042e-07,1.1496214270535148e-12,1.0437184380344794e-11
1.0129090909090911e-05,-4.5092900641554104e-36,3.343565074785419e-08,7.537536490269452e-14,1.0167000357073169e-11
1.013727272727273e-05,-3.620519965581805e-36,-7.58500725393731e-07,-9.446032614570924e-13,9.901613375733282e-12
1.0145454545454548e-05,-2.8747931765356097e-36,-1.4919357373506077e-06,-1.901231503655523e-12,9.641013900886152e-12
1.0153636363636364e-05,-2.2563545037942183e-36,-2.161678953855603e-06,-2.786637802969717e-12,9.385189588425194e-12
1.0161818181818183e-05,-1.7491929815895833e-36,-2.7636462415376123e-06,-3.594199631488507e-12,9.134125371547927e-12
1.0170000000000001e-05,-1.337830169818261e-36,-3.2948463408092122e-06,-4.318563395017874e-12,8.887803543977655e-12
1.0178181818181819e-05,-1.0078195937177286e-36,-3.7533536815839555e-06,-4.955647189732555e-12,8.646203844888777e-12
1.0186363636363637e-05,-7.460325862860311e-37,-4.138268611214483e-06,-5.50262721064329e-12,8.409303544360173e-12
1.0194545454545456e-05,-5.4078987038572124e-37,-4.44966631810316e-06,-5.957908789671726e-12,8.177077525924429e-12
1.0202727272727274e-05,-3.818850403727289e-37,-4.688535822241287e-06,-6.321083203982595e-12,7.949498372359977e-12
1.0210909090909092e-05,-2.605353273944059e-37,-4.856710466812744e-06,-6.592871527360757e-12,7.726536448013205e-12
1.021909090909091e-05,-1.6928632392498448e-37,-4.956791381589617e-06,-6.7750569143329796e-12,7.508159983105149e-12
1.0227272727272729e-05,-1.0189038940430697e-37,-4.992065399862234e-06,-6.870406790119566e-12,7.29433515593627e-12
1.0235454545454547e-05,-5.31729758610582e-38,-4.966418898979335e-06,-6.882586484734703e-12,7.08502617543362e-12
1.0243636363636365e-05,-1.8896846984345034e-38,-4.884249003614766e-06,-6.8160658866380565e-12,6.880195362342598e-12
1.0251818181818183e-05,4.369105295950509e-39,-4.750373542607172e-06,-6.676020705177976e-12,6.679803230642939e-12
1.0260000000000002e-05,1.9372206931584282e-38,-4.5699410848934466e-06,-6.468229924504282e-12,6.48380856797659e-12
1.026818181818182e-05,2.8287092098443177e-38,-4.348342297735138e-06,-6.198970999070995e-12,6.292168514422488e-12
1.0276363636363638e-05,3.2814433595188003e-38,-4.091123772860967e-06,-5.8749142936084745e-12,6.104838642438266e-12
1.0284545454545456e-05,3.4267129081879206e-38,-3.8039053571194126e-06,-5.503018199660331e-12,5.921773034440945e-12
1.0292727272727275e-05,3.364437666845511e-38,-3.4923019080893075e-06,-5.09042627676079e-12,5.742924360108448e-12
1.0300909090909093e-05,3.169446336600006e-38,-3.1618502746975723e-06,-4.64436766915841e-12,5.568243953289796e-12
1.0309090909090911e-05,2.8967311690225964e-38,-2.8179421790324748e-06,-4.17206193398127e-12,5.397681887428446e-12
1.031727272727273e-05,2.585793016633619e-38,-2.465763548286272e-06,-3.680629299432323e-12,5.231187050647179e-12
1.0325454545454548e-05,2.264192911045746e-38,-2.110240716437107e-06,-3.1770072392659503e-12,5.068707220135963e-12
1.0333636363636364e-05,1.9504221805077107e-38,-1.7559937871524655e-06,-2.6678741180809068e-12,4.910189135518843e-12
1.0341818181818183e-05,1.6561954094649904e-38,-1.4072973263807567e-06,-2.159580522819581e-12,4.755578570721148e-12
1.0350000000000001e-05,1.3882608043926836e-38,-1.0680484377023238e-06,-1.6580887574821669e-12,4.604820406795991e-12
1.0358181818181819e-05,1.1498118822984561e-38,-7.417421659649027e-07,-1.1689208403104086e-12,4.457858701858028e-12
1.0366363636363637e-05,9.415736230360655e-39,-4.3145407410904244e-07,-6.971152083140399e-13,4.314636761284311e-12
1.0374545454545456e-05,7.626258473696755e-39,-1.39829744364723e-07,-2.471922026851756e-13,4.175097207247996e-12
1.0382727272727274e-05,6.110169284301677e-39,1.3091912997273372e-07,1.7687171378181646e-13,4.039182046148169e-12
1.0390909090909092e-05,4.842122000377597e-39,3.7901246945816305e-07,5.716611745344221e-13,3.9068327366403834e-12
1.039909090909091e-05,3.794136732277774e-39,6.030938177659726e-07,9.343308344756681e-13,3.777990255301304e-12
1.0407272727272729e-05,2.9378092202409406e-39,8.022171509643489e-07,1.2626063740806343e-12,3.652595162443986e-12
1.0415454545454547e-05,2.245772127347929e-39,9.758290401273886e-07,1.5547780400065903e-12,3.530587666222142e-12
1.0423636363636365e-05,1.692600593422641e-39,1.1237467494764315e-06,1.809687253135236e-12,3.411907685899876e-12
1.0431818181818183e-05,1.2553130559927577e-39,1.246132871874872e-06,2.0267068827243505e-12,3.296494913852414e-12
1.0440000000000002e-05,9.135846957182686e-40,1.3434671123090066e-06,2.2057158299370546e-12,3.1842888767760825e-12
1.044818181818182e-05,6.497634524496981e-40,1.416515827130946e-06,2.3470686101837873e-12,3.075228995502075e-12
1.0456363636363638e-05,4.48756488210893e-40,1.4662999135800757e-06,2.451560645760208e-12,2.9692546432968793e-12
1.0464545454545456e-05,2.9783741373747287e-40,1.494061623235539e-06,2.5203899975107025e-12,2.866305203325408e-12
1.0472727272727275e-05,1.8641079480191536e-40,1.501230846981916e-06,2.5551162690613065e-12,2.7663201240470305e-12
1.0480909090909093e-05,1.0575974922444132e-40,1.4893913883206517e-06,2.557617410803822e-12,2.6692389746467025e-12
1.0489090909090911e-05,4.879425816176827e-41,1.4602477054619004e-06,2.5300451323572733e-12,2.57500149705984e-12
1.049727272727273e-05,9.811652419916678e-42,1.4155925599495475e-06,2.474779611377292e-12,2.483547657270921e-12
1.0505454545454548e-05,-1.5723820095431652e-41,1.3572759618120982e-06,2.3943841490116724e-12,2.39481769590761e-12
1.0513636363636366e-05,-3.137873261174836e-41,1.2871757511780456e-06,2.291560385180652e-12,2.3087521756047578e-12
1.0521818181818183e-05,-3.9924226372051074e-41,1.207170106528682e-06,2.169104637577307e-12,2.2252920274754483e-12
1.053e-05,-4.348603995678168e-41,1.1191122210708644e-06,2.029865880008816e-12,2.1443785959416744e-12
1.0538181818181819e-05,-4.3672106146068456e-41,1.0248073401891821e-06,1.876705815934279e-12,2.065953680987613e-12
1.0546363636363637e-05,-4.167960057976398e-41,9.259923036492852e-07,1.7124614489391917e-12,1.9899595790866118e-12
1.0554545454545456e-05,-3.8383628864374784e-41,8.243176868304085e-07,1.5399104883055292e-12,1.9163391221725955e-12
1.0562727272727274e-05,-3.4409833547059424e-41,7.213325880194782e-07,1.3617398679669323e-12,1.8450357135643613e-12
1.0570909090909092e-05,-3.019315737926435e-41,6.184720659523659e-07,1.1805175951444481e-12,1.775993363989442e-12
1.057909090909091e-05,-2.60248653160151e-41,5.170471939307453e-07,9.986680852203225e-13,1.7091567228465414e-12
1.0587272727272729e-05,-2.2089742022444633e-41,4.1823766278247163e-07,8.184510808269606e-13,1.6444711092476668e-12
1.0595454545454547e-05,-1.8495171012091315e-41,3.2308683320605e-07,6.419441955903886e-13,1.5818825400793533e-12
1.0603636363636365e-05,-1.5293584510199215e-41,2.324991085943439e-07,4.710290720367035e-13,1.5213377566944785e-12
1.0611818181818183e-05,-1.249956213119605e-41,1.4723947386119595e-07,3.0738109238125244e-13,1.4627842484414576e-12
1.0620000000000002e-05,-1.0102659284770025e-41,6.793502590085589e-08,1.524625355121184e-13,1.4061702738713547e-12
1.062818181818182e-05,-8.07686731120698e-42,-4.9216925911281775e-09,7.519035064967633e-15,1.3514448815201255e-12
1.0636363636363638e-05,-6.387448720718078e-42,-7.096775361299426e-08,-1.264208453208558e-13,1.298557926031932e-12
1.0644545454545456e-05,-4.9957529385973105e-42,-1.2996350319935422e-07,-2.485431323721063e-13,1.247460084559712e-12
1.0652727272727275e-05,-3.8624999036395095e-42,-1.8178502909558545e-07,-3.582432972559495e-13,1.1981028696133313e-12
1.0660909090909093e-05,-2.949919315451519e-42,-2.2641564822015085e-07,-4.551187031266896e-13,1.1504386393848384e-12
1.0669090909090911e-05,-2.2230504843382458e-42,-2.6393662282711703e-07,-5.389589207873745e-13,1.1044206081485976e-12
1.067727272727273e-05,-1.6504396518159374e-42,-2.9451730697936103e-07,-6.097341968224216e-13,1.0600028525827208e-12
1.0685454545454548e-05,-1.2044163545992137e-42,-3.1840491445955606e-07,-6.67582364509428e-13,1.0171403169605412e-12
1.0693636363636366e-05,-8.610860189419778e-43,-3.3591408776785257e-07,-7.127944899055998e-13,9.757888173786518e-13
1.0701818181818184e-05,-6.00140758312214e-43,-3.474164363981133e-07,-7.457995397870833e-13,9.359050425485977e-13
1.071e-05,-4.045627440657005e-43,-3.533302003504422e-07,-7.671483533575505e-13,8.974465540220998e-13
1.0718181818181819e-05,-2.602731526486204e-43,-3.541101803215018e-07,-7.774971881808293e-13,8.603717853473453e-13
1.0726363636363637e-05,-1.5576337765756377e-43,-3.5023805878556317e-07,-7.775910959400753e-13,8.24640037767039e-13
1.0734545454545456e-05,-8.17329223163734e-44,-3.4221321761596e-07,-7.682473697739274e-13,7.902114770857045e-13
1.0742727272727274e-05,-3.074931227287061e-44,-3.3054414015922417e-07,-7.503392830956436e-13,7.57047127081522e-13
1.0750909090909092e-05,3.0612092672663655e-45,-3.157404699115299e-07,-7.247803216419641e-13,7.25108863222249e-13
1.075909090909091e-05,2.428809361713838e-44,-2.983057834601975e-07,-6.92509088201192e-13,6.943594039013032e-13
1.0767272727272729e-05,3.6475082080570726e-44,-2.787311205194728e-07,-6.544750350397063e-13,6.64762302572433e-13
1.0775454545454547e-05,4.232415084132406e-44,-2.5748929795128465e-07,-6.116251585157233e-13,6.362819373442642e-13
1.0783636363636365e-05,4.386725453098216e-44,-2.350300186465569e-07,-5.648917632550182e-13,6.088835006179536e-13
1.0791818181818183e-05,4.2609020305714595e-44,-2.1177577203301713e-07,-5.1518138328225e-13,5.825329879528307e-13
1.0800000000000002e-05,3.9643839727811295e-44,-1.881185119247467e-07,-4.633649228115364e-13,5.571971868706656e-13
1.080818181818182e-05,3.5750825531897983e-44,-1.64417088753304e-07,-4.1026905667790586e-13,5.328436637103012e-13
1.0816363636363638e-05,3.1469942361010523e-44,-1.4099540514054613e-07,-3.5666891169852364e-13,5.094407523951098e-13
1.0824545454545456e-05,2.7162356354578797e-44,-1.1814125518963437e-07,-3.032820290689481e-13,4.869575409449605e-13
1.0832727272727275e-05,2.3057729202978785e-44,-9.610579945835573e-08,-2.5076358896680684e-13,4.653638592698124e-13
1.0840909090909093e-05,1.9290843469203062e-44,-7.51036211428073e-08,-1.9970286472134927e-13,4.4463026576497224e-13
1.0849090909090911e-05,1.5929611355712194e-44,-5.5313305711925536e-08,-1.5062085660329226e-13,4.2472803516774894e-13
1.085727272727273e-05,1.299620367568118e-44,-3.6878485459226675e-08,-1.0396904339195587e-13,4.0562914549455756e-13
1.0865454545454548e-05,1.0482748245429247e-44,-1.9909290289773137e-08,-6.012917940979907e-14,3.873062655789884e-13
1.0873636363636366e-05,8.362791428884324e-45,-4.484145153396236e-09,-1.9414054760152053e-14,3.697327431801036e-13
1.0881818181818184e-05,6.599494227978941e-45,9.348146746697715e-09,1.7930869348973195e-14,3.528825922408399e-13
1.0890000000000002e-05,5.151344184646599e-45,2.1566095796100045e-08,5.172504580285875e-14,3.367304822666332e-13
1.0898181818181819e-05,3.9760042440659956e-45,3.2173051033393016e-08,8.184974349991964e-14,3.212517264284213e-13
1.0906363636363637e-05,3.03278673240856e-45,4.119461182317129e-08,1.0824436669327297e-13,3.0642227104538043e-13
1.0914545454545456e-05,2.2841315306470507e-45,4.867597450620357e-08,1.3090229034142812e-13,2.9221868514329124e-13
1.0922727272727274e-05,1.696379148668039e-45,5.467925873370259e-08,1.4986631073953985e-13,2.7861815071938497e-13
1.0930909090909092e-05,1.2400586285304e-45,5.928085573893972e-08,1.6522380702676836e-13,2.6559845359273925e-13
1.093909090909091e-05,8.898541813055993e-46,6.256883789722185e-08,1.7710170483993024e-13,2.5313797329876313e-13
1.0947272727272729e-05,6.2437063391797346e-46,6.464046409911493e-08,1.856613300448448e-13,2.4121567613589345e-13
1.0955454545454547e-05,4.2578389256707055e-46,6.559980893531018e-08,1.91093234556447e-13,2.298111066947023e-13
1.0963636363636365e-05,2.794367931228289e-46,6.555553726865285e-08,1.936120670291248e-13,2.18904379925575e-13
1.0971818181818183e-05,1.7342127803410862e-46,6.46188411819867e-08,1.934515589880727e-13,2.084761741717661e-13
1.0980000000000002e-05,9.81734558630625e-47,6.290155359886329e-08,1.9085968571412537e-13,1.9850772428990768e-13
1.098818181818182e-05,4.609764596788352e-47,6.051445045738446e-08,1.8609405501760606e-13,1.8898081585998075e-13
1.0996363636363638e-05,1.1228078712545174e-47,5.756574947966853e-08,1.794175689458021e-13,1.7987777809111356e-13
1.1004545454545456e-05,-1.1068218697717102e-47,5.415980822807327e-08,1.7109439629718437e-13,1.7118147778929243e-13
1.1012727272727275e-05,-2.4347248141042286e-47,5.039601892121581e-08,1.6138628515132368e-13,1.6287531466982642e-13
1.1020909090909093e-05,-3.130464451158024e-47,4.63678942381052e-08,1.5054923757204785e-13,1.5494321458225208e-13
1.1029090909090911e-05,-3.3956385999217817e-47,4.216233735158083e-08,1.3883056177733899e-13,1.4736962419741775e-13
1.103727272727273e-05,-3.378756344244829e-47,3.785908916162188e-08,1.2646631014076738e-13,1.4013950530519368e-13
1.1045454545454548e-05,-3.1873351041998875e-47,3.353034425628741e-08,1.1367910418912512e-13,1.3323832924820925e-13
1.1053636363636366e-05,-2.8976226049447624e-47,2.9240524089961256e-08,1.0067634411680821e-13,1.2665207080819258e-13
1.1061818181818184e-05,-2.562321591775217e-47,2.5046192685132687e-08,8.764879234691288e-14,1.2036720150213575e-13
1.1070000000000002e-05,-2.2166586148620285e-47,2.0996098762367487e-08,7.476951894732452e-14,1.1437068452048664e-13
1.1078181818181819e-05,-1.883097511005751e-47,1.7131329123037702e-08,6.219318949382504e-14,1.0864996631704925e-13
1.1086363636363637e-05,-1.5749569924472198e-47,1.3485559959199455e-08,5.0055676435606883e-14,1.0319297072847472e-13
1.1094545454545456e-05,-1.2991523439882514e-47,1.0085393527868173e-08,3.847396760820513e-14,9.798809110397315e-14
1.1102727272727274e-05,-1.0582450050478828e-47,6.9507665697919105e-09,2.7546348003053313e-14,9.302418189636388e-14
1.1110909090909092e-05,-8.51951475028597e-48,4.095415208598628e-09,1.735282629412683e-14,8.82905502097492e-14
1.111909090909091e-05,-6.782347694218173e-48,1.5273808305786355e-09,7.955777079112692e-15,8.377694767824939e-14
1.1127272727272729e-05,-5.340775078587552e-48,-7.504565625668456e-10,-5.992304690554586e-16,7.947355956491215e-14
1.1135454545454547e-05,-4.160153830913664e-48,-2.739827989833859e-09,-8.282445430492707e-15,7.53709957460534e-14
1.1143636363636365e-05,-3.204928853463092e-48,-4.446516551699157e-09,-1.5078819967046205e-14,7.146027984489043e-14
1.1151818181818183e-05,-2.440893353069846e-48,-5.879798359137621e-09,-2.098679379003046e-14,6.773283769427487e-14
1.1160000000000002e-05,-1.836520975969884e-48,-7.051892821258287e-09,-2.6017004448895324e-14,6.418048690007306e-14
1.116818181818182e-05,-1.3636490726209819e-48,-7.977431837686375e-09,-3.0190949772106265e-14,6.079542332028597e-14
1.1176363636363638e-05,-9.977217721781771e-49,-8.672955405685417e-09,-3.3539626225584526e-14,5.75702102527653e-14
1.1184545454545456e-05,-7.177463623031554e-49,-9.156437926911535e-09,-3.6102164756682436e-14,5.449776471385724e-14
1.1192727272727275e-05,-5.060738736724627e-49,-9.446847144281509e-09,-3.7924483980302974e-14,5.157134445387402e-14
1.1200909090909093e-05,-3.480822964920931e-49,-9.563737414369298e-09,-3.905797893405728e-14,4.878453477259236e-14
1.1209090909090911e-05,-2.318164318784682e-49,-9.526880190201438e-09,-3.955826086790126e-14,4.6131235051204046e-14
1.121727272727273e-05,-1.4762027921935451e-49,-9.355935141066045e-09,-3.9483960850904575e-14,4.3605645321182015e-14
1.1225454545454548e-05,-8.778466802359779e-50,-9.070163918310725e-09,-3.88956085155309e-14,4.12022517677747e-14
1.1233636363636366e-05,-4.622341535981317e-50,-8.68818579925209e-09,-3.785459550849499e-14,3.891581368776685e-14
1.1241818181818184e-05,-1.8184713096777834e-50,-8.227772294019404e-09,-3.642222925739917e-14,3.674134914114686e-14
1.1250000000000002e-05,4.4159465197088324e-63,-7.705677742480404e-09,-3.4658882882809834e-14,3.467412200782944e-14
1.125818181818182e-05,1.1130312147477181e-50,-7.137504491690798e-09,-3.2623243624713366e-14,3.2709627736103527e-14
1.1266363636363637e-05,1.731664735806945e-50,-6.537602482718196e-09,-3.0371660861277887e-14,3.0843580307880304e-14
1.1274545454545455e-05,2.0128960294971896e-50,-5.9190024355722544e-09,-2.7957593988089326e-14,2.907189921962585e-14
1.1282727272727274e-05,2.0718083794984882e-50,-5.2933796322093196e-09,-2.543115691052229e-14,2.7390696346493352e-14
1.1290909090909092e-05,1.9913549153234985e-50,-4.671043453284321e-09,-2.283875802811567e-14,2.5796263720025952e-14
1.129909090909091e-05,1.830152501511809e-50,-4.060947955690236e-09,-2.022282919992877e-14,2.42850609456219e-14
1.1307272727272729e-05,1.6286214563319684e-50,-3.4707206781440788e-09,-1.762164044670463e-14,2.2853703471270176e-14
1.1315454545454547e-05,1.4137679294023009e-50,-2.906708675920142e-09,-1.506919327711742e-14,2.149895078153984e-14
1.1323636363636365e-05,1.2028665993677126e-50,-2.3740407857021244e-09,-1.2595186917952161e-14,2.0217695644271334e-14
1.1331818181818183e-05,1.0062630565095511e-50,-1.876703364522823e-09,-1.022504958422477e-14,1.90069520328066e-14
1.1340000000000002e-05,8.29479564077397e-51,-1.4176250184136876e-09,-7.980029297052841e-15,1.786384620762088e-14
1.134818181818182e-05,6.747757913048345e-51,-9.98765931402341e-10,-5.877334097045772e-15,1.6785605196280615e-14
1.1356363636363638e-05,5.422879723661204e-51,-6.212093954951961e-10,-3.9303179925904385e-15,1.5769547517324643e-14
1.1364545454545456e-05,4.30845796101447e-51,-2.8525529687196916e-10,-2.14870153608808e-15,1.481307362729873e-14
1.1372727272727275e-05,3.385459704815543e-51,9.48424524243453e-12,-5.388229012204379e-16,1.391365691507886e-14
1.1380909090909093e-05,2.631445023866485e-51,2.639883873501511e-10,8.960886972499072e-16,1.3068834898416147e-14
1.1389090909090911e-05,2.0231589338703e-51,4.797333093615291e-10,2.15562367261665e-15,1.2276201215738677e-14
1.139727272727273e-05,1.5381626442944495e-51,6.586034466531771e-10,3.2418921734235722e-15,1.1533397963906915e-14
1.1405454545454548e-05,1.1557848689559083e-51,8.02809613033811e-10,4.159219736654135e-15,1.0838108347748238e-14
1.1413636363636366e-05,8.576034372522056e-52,9.148131580247189e-10,4.913843562684849e-15,1.0188051595111487e-14
1.1421818181818184e-05,6.276123978981899e-52,9.972546064489276e-10,5.513612912016852e-15,9.580976048151965e-15
1.1430000000000002e-05,4.5218734975278705e-52,1.0528865996902548e-09,5.967698882632657e-15,9.014656514740018e-15
1.143818181818182e-05,3.199293785377213e-52,1.0845129163466702e-09,6.2863163265323606e-15,8.486890470071577e-15
1.1446363636363639e-05,2.214436329948325e-52,1.0949358546655115e-09,6.480460570882942e-15,7.995497051662888e-15
1.1454545454545455e-05,1.490905076405972e-52,1.0869126738050935e-09,6.561661446390933e-15,7.538316774411252e-15
1.1462727272727274e-05,9.673419734351923e-53,1.063119506531158e-09,6.5417566993251325e-15,7.113213887178615e-15
1.1470909090909092e-05,5.950391090332267e-53,1.0261202638967545e-09,6.432685648416352e-15,6.7180797788635486e-15
1.147909090909091e-05,3.3576367993889268e-53,9.783393346567912e-10,6.246304282245721e-15,6.350838223544524e-15
1.1487272727272728e-05,1.5983640845924222e-53,9.220390479123784e-10,5.994222148997754e-15,6.00945238689506e-15
1.1495454545454547e-05,4.44738219317391e-54,8.593037793953518e-10,5.687660622845083e-15,5.691933301559856e-15
1.1503636363636365e-05,-2.7614237788995705e-54,7.920313043435973e-10,5.337333667806351e-15,5.3963488782492735e-15
1.1511818181818183e-05,-6.939165580751878e-54,7.219297064570799e-10,4.9533483370529184e-15,5.120833910524845e-15
1.1520000000000002e-05,-9.045310348722625e-54,6.505170123757794e-10,4.5451266778734664e-15,4.863600184503849e-15
1.152818181818182e-05,-9.779860641072026e-54,5.791218234869479e-10,4.1213456008985084e-15,4.622946187598929e-15
1.1536363636363638e-05,-9.645278302159236e-54,5.088855175952153e-10,3.689895466324419e-15,4.397265172139235e-15
1.1544545454545456e-05,-8.995416846441424e-54,4.4076790183967747e-10,3.2578544807639142e-15,4.18505315723106e-15
1.1552727272727275e-05,-8.073752362522974e-54,3.7555726990952167e-10,2.831478791291783e-15,3.98491510212401e-15
1.1560909090909093e-05,-7.042918975882935e-54,3.138835472949038e-10,2.4162053364026427e-15,3.795567590101543e-15
1.1569090909090911e-05,-6.007267288588573e-54,2.56231786878164e-10,2.0166671938003183e-15,3.6158421872200514e-15
1.157727272727273e-05,-5.0298907671679614e-54,2.0295409463314708e-10,1.6367188425656201e-15,3.444684907038188e-15
1.1585454545454548e-05,-4.1453158571831894e-54,1.5428037906538147e-10,1.279470490322258e-15,3.2811541973052923e-15
1.1593636363636366e-05,-3.3688314357972234e-54,1.1032995325450754e-10,9.473293470598812e-16,3.1244185528730687e-15
1.1601818181818184e-05,-2.703243326296855e-54,7.112544180829286e-11,6.420469135836459e-16,2.9737508168081407e-15
1.1610000000000002e-05,-2.1436790266740436e-54,3.660823334544733e-11,3.647703512497565e-16,2.8285227744391723e-15
1.161818181818182e-05,-1.6809342835685985e-54,6.6530138187339985e-12,1.160975384117731e-16,2.6881985332694806e-15
1.1626363636363639e-05,-1.3037437447990123e-54,-1.8920619295946204e-11,-1.0386697781420764e-16,2.5523272826495518e-15
1.1634545454545457e-05,-1.0002694821969383e-54,-4.033923313440778e-11,-2.954540715864551e-16,2.420535786069922e-15
1.1642727272727274e-05,-7.590305615703319e-55,-5.7867197642809874e-11,-4.593734001639619e-16,2.292520653182612e-15
1.1650909090909092e-05,-5.6944111965721074e-55,-7.179697299674874e-11,-5.966564868183582e-16,2.1680406252260093e-15
1.165909090909091e-05,-4.220809507911766e-55,-8.243823607602873e-11,-7.086033102374065e-16,2.0469105043092875e-15
1.1667272727272728e-05,-3.0878909893120238e-55,-9.010799941371862e-11,-7.967297910716147e-16,1.928992914736371e-15
1.1675454545454547e-05,-2.2264541659298574e-55,-9.512380752565916e-11,-8.627187799592097e-16,1.8141925479245416e-15
1.1683636363636365e-05,-1.5788583005922673e-55,-9.780004199071627e-11,-9.083745060130027e-16,1.7024503855960724e-15
1.1691818181818183e-05,-1.0978276697286808e-55,-9.844527124619977e-11,-9.355805716564888e-16,1.5937386064815703e-15
1.1700000000000001e-05,-7.45117391666757e-56,-9.7358429087036e-11,-9.462616655831157e-16,1.4880556798834475e-15
1.170818181818182e-05,-4.901753053488306e-56,-9.482353009487928e-11,-9.423494355522528e-16,1.3854226830745637e-15
1.1716363636363638e-05,-3.0888102129608076e-56,-9.110478435495542e-11,-9.257523189663787e-16,1.2858804552611424e-15
1.1724545454545456e-05,-1.8240633368678735e-56,-8.644429488916137e-11,-8.98329619982493e-16,1.1894867555282587e-15
1.1732727272727275e-05,-9.621633925899641e-57,-8.106269854956522e-11,-8.618691806962364e-16,1.0963158152142353e-15
1.1740909090909093e-05,-3.921451700666269e-57,-7.516088207760388e-11,-8.180690165257514e-16,1.0064575677089705e-15
1.1749090909090911e-05,-3.0251530545406377e-58,-6.892039610714179e-11,-7.685228594593632e-16,9.200189824793051e-16
1.175727272727273e-05,1.8599044370178154e-57,-6.250188704190259e-11,-7.147086956964558e-16,8.37127614391488e-16
1.1765454545454548e-05,3.0258900369023126e-57,-5.6043152363805296e-11,-6.579810355150976e-16,7.579371360547783e-16
1.1773636363636366e-05,3.529574564068579e-57,-4.9659121837351525e-11,-5.995651279119754e-16,6.826352375874912e-16
1.1781818181818184e-05,3.60983430891091e-57,-4.344451461320394e-11,-5.405550263755377e-16,6.114581721786269e-16
1.1790000000000002e-05,3.4343509488378277e-57,-3.7477603813523106e-11,-4.819133994761168e-16,5.447109450890678e-16
1.179818181818182e-05,3.118263417501331e-57,-3.182264623850156e-11,-4.2447306119184e-16,4.827941811836283e-16
1.1806363636363639e-05,2.738464438514021e-57,-2.6529936162472496e-11,-3.689409429620312e-16,4.2624238710291534e-16
1.1814545454545457e-05,2.3444344937377808e-57,-2.1634783131652366e-11,-3.159032486509709e-16,3.757682825832352e-16
1.1822727272727274e-05,1.9663553229365172e-57,-1.7157771085393462e-11,-2.6583194275276703e-16,3.3229489932290405e-16
1.1830909090909092e-05,1.6211103003850588e-57,-1.3107438491564165e-11,-2.1909192522942464e-16,2.9693695641985305e-16
1.183909090909091e-05,1.3166618983597635e-57,-9.484203656991367e-12,-1.7594951301589082e-16,2.7084532932358886e-16
1.1847272727272728e-05,1.055196890754651e-57,-6.283158949711197e-12,-1.3658089575589375e-16,2.5484572471625385e-16
1.1855454545454547e-05,8.353468984471621e-58,-3.4944079839595857e-12,-1.0108082131842172e-16,2.4895637053326284e-16
1.1863636363636365e-05,6.53723698703399e-58,-1.1019047974986768e-12,-6.947219022212743e-17,2.521288013632487e-16
1.1871818181818183e-05,5.059535431658423e-58,9.169107555523008e-13,-4.171485100736455e-17,2.6249047056118304e-16
1.1880000000000001e-05,3.873506513402965e-58,2.5892631549343606e-12,-1.7714410271420913e-17,2.7791214258263424e-16
1.188818181818182e-05,2.9333526299486725e-58,3.943786972357902e-12,2.6691835294561698e-18,2.9648197392710896e-16
