a_m=0.009246010048290298,b_m=0.002648018873008202,c_m=0.008575913291890601
time_s,source_pressure_pa,receiver_pressure_pa,receiver_envelope_pa
1.274727272727273e-05,-1.6664055577727068e-72,5.782201023852208e-12,8.344691672646827e-07
1.2755454545454547e-05,2.4809427940471814e-72,4.153040482692077e-12,8.405581884042697e-07
1.2763636363636365e-05,4.599538052924475e-72,2.0289511473380015e-12,8.330183808215001e-07
1.2771818181818183e-05,5.436701148158065e-72,-6.56141994969777e-13,8.390972971622865e-07
1.2780000000000001e-05,5.501345814636885e-72,-3.968117646777846e-12,8.31571069343518e-07
1.278818181818182e-05,5.132670151763124e-72,-7.97312921333704e-12,8.376396755183357e-07
1.2796363636363638e-05,4.550749191717813e-72,-1.2738213840571877e-11,8.301267233575281e-07
1.2804545454545456e-05,3.8933685573042204e-72,-1.8330020761676928e-11,8.361847122370303e-07
1.2812727272727274e-05,3.2425164736379305e-72,-2.4811141634724163e-11,8.286846105605008e-07
1.2820909090909093e-05,2.6431893985632863e-72,-3.2235486634022076e-11,8.347315314270766e-07
1.2829090909090911e-05,2.1165492437704794e-72,-4.064469737752728e-11,8.272436978621245e-07
1.2837272727272729e-05,1.668978200622406e-72,-5.006620984085467e-11,8.332789416115658e-07
1.2845454545454547e-05,1.2981907344560762e-72,-6.051161103518666e-11,8.258026394106006e-07
1.2853636363636366e-05,9.97262697759814e-73,-7.197326661457172e-11,8.318254408357204e-07
1.2861818181818184e-05,7.57208047030567e-73,-8.441847101155237e-11,8.243597683196042e-07
1.2870000000000002e-05,5.68559945985463e-73,-9.77823635218522e-11,8.303691871032796e-07
1.287818181818182e-05,4.222830372138005e-73,-1.1196165812477484e-10,8.229130681497442e-07
1.2886363636363639e-05,3.102474698830844e-73,-1.2681009556734747e-10,8.289080061487463e-07
1.2894545454545457e-05,2.254249115673487e-73,-1.4213455823445565e-10,8.214602343461703e-07
1.2902727272727275e-05,1.6191592702407406e-73,-1.5768990243788655e-10,8.274394904744809e-07
1.2910909090909093e-05,1.1488183402846747e-73,-1.7317162900247793e-10,8.199987811287507e-07
1.2919090909090912e-05,8.04286319614554e-74,-1.8820752619476138e-10,8.259611038647223e-07
1.292727272727273e-05,5.54729342934593e-74,-2.0235046595395256e-10,8.185261648065608e-07
1.2935454545454548e-05,3.760782935659916e-74,-2.150736321139997e-10,8.244703592007548e-07
1.2943636363636365e-05,2.497861159248562e-74,-2.2576749910505532e-10,8.170400367695477e-07
1.2951818181818183e-05,1.6173164855621152e-74,-2.337367713262992e-10,8.229651354627726e-07
1.2960000000000001e-05,1.0128564793621503e-74,-2.38196332148803e-10,8.155385945556215e-07
1.296818181818182e-05,6.053569468333541e-75,-2.3826726600711e-10,8.214440459413823e-07
1.2976363636363638e-05,3.3656398997470226e-75,-2.329753076017453e-10,8.140209833474685e-07
1.2984545454545456e-05,1.640663257753977e-75,-2.2125343073231612e-10,8.199069085883387e-07
1.2992727272727274e-05,5.734267724996842e-76,-2.019483561483815e-10,8.124878558274698e-07
1.3000909090909093e-05,-5.303416210372036e-77,-1.7382940805031624e-10,8.18355382732054e-07
1.300909090909091e-05,-3.909095262915214e-76,-1.3559869623814788e-10,8.109420515962283e-07
1.3017272727272729e-05,-5.4538003745338594e-76,-8.590354036259267e-11,8.16793664326863e-07
1.3025454545454547e-05,-5.879106759532313e-76,-2.3353543875102932e-11,8.093893115534032e-07
1.3033636363636366e-05,-5.660876514156106e-76,5.345564856157647e-11,8.152292439695382e-07
1.3041818181818184e-05,-5.1081649063084275e-76,1.4591175788404237e-10,8.078390931218681e-07
1.3050000000000002e-05,-4.415289715227974e-76,2.553498950496665e-10,8.136737600714e-07
1.305818181818182e-05,-3.699045745828685e-76,3.8301248571760204e-10,8.063054149222551e-07
1.3066363636363639e-05,-3.024960504590149e-76,5.300046445032586e-10,8.121437883620826e-07
1.3074545454545457e-05,-2.425556176198539e-76,6.972429691976013e-10,8.048075711332033e-07
1.3082727272727275e-05,-1.9128484474035552e-76,8.853958758156953e-10,8.106614843049598e-07
1.3090909090909093e-05,-1.486741208448098e-76,1.0948154082451688e-09,8.033706993824512e-07
1.3099090909090912e-05,-1.1405372548976391e-76,1.3254623004067115e-09,8.092550412161369e-07
1.310727272727273e-05,-8.644521089653845e-77,1.5768263205188947e-09,8.020260624227109e-07
1.3115454545454548e-05,-6.477683412610112e-77,1.8478425236248992e-09,8.079587257959924e-07
1.3123636363636366e-05,-4.8008259566947966e-77,2.1368025272894617e-09,8.008107904537164e-07
1.3131818181818183e-05,-3.519617621372477e-77,2.441259970202066e-09,8.068123038012877e-07
1.3140000000000001e-05,-2.5522636292792943e-77,2.7579310990976214e-09,7.99766967578182e-07
1.314818181818182e-05,-1.8300878449164623e-77,3.08259349388353e-09,8.058597401240903e-07
1.3156363636363638e-05,-1.2968421046767574e-77,3.4099865887313287e-09,7.989398659708797e-07
1.3164545454545456e-05,-9.07374297929796e-78,3.733716579104986e-09,8.051468868536156e-07
1.3172727272727274e-05,-6.260491405312412e-78,4.0461668978434845e-09,7.983750324195838e-07
1.3180909090909093e-05,-4.2515554754222586e-78,4.3384154149572144e-09,8.047179464149585e-07
1.318909090909091e-05,-2.8342921290605165e-78,4.600161263791123e-09,7.981141163355452e-07
1.3197272727272729e-05,-1.8475166777920863e-78,4.819666411587894e-09,8.046106421112191e-07
1.3205454545454547e-05,-1.1704564533994132e-78,4.983718014926311e-09,7.981893383880945e-07
1.3213636363636366e-05,-7.136245048439997e-79,5.077616707363224e-09,8.048499487231246e-07
1.3221818181818184e-05,-4.114420565813722e-79,5.0851944689800244e-09,7.98616483926681e-07
1.3230000000000002e-05,-2.163816919838594e-79,4.988865395835607e-09,8.054403937424812e-07
1.323818181818182e-05,-9.438985416054238e-80,4.769714135360835e-09,7.993865899184822e-07
1.3246363636363639e-05,-2.1358568848778204e-80,4.407628831333009e-09,8.063572018731642e-07
1.3254545454545457e-05,1.955980703135499e-80,3.8814863014612754e-09,8.004566226822511e-07
1.3262727272727275e-05,3.9972089365999286e-80,3.1693960845479595e-09,8.075365753526616e-07
1.3270909090909093e-05,4.774587730852852e-80,2.2490079575059275e-09,8.017394926866012e-07
1.3279090909090912e-05,4.811369343649932e-80,1.0978863438983755e-09,8.088655977310098e-07
1.328727272727273e-05,4.447584855052156e-80,-3.0604443314935555e-10,8.030940703490842e-07
1.3295454545454548e-05,3.8977611992992205e-80,-1.9839787999214373e-09,8.101725405746734e-07
1.3303636363636366e-05,3.2919213966783196e-80,-3.9556270094689575e-09,8.043159948064636e-07
1.3311818181818185e-05,2.7043407080979608e-80,-6.238527044744863e-09,8.112183259182923e-07
1.3320000000000001e-05,2.173435297947628e-80,-8.847270929521735e-09,8.051300176957149e-07
1.332818181818182e-05,1.7153029948966042e-80,-1.1792647728544137e-08,8.116899584234931e-07
1.3336363636363638e-05,1.3327750963613882e-80,-1.5080706649452275e-08,8.051848041002699e-07
1.3344545454545456e-05,1.0213353998942755e-80,-1.8711743898757937e-08,8.111969189109978e-07
1.3352727272727274e-05,7.728846190748484e-81,-2.2679218082952727e-08,8.040511421812665e-07
1.3360909090909093e-05,5.780473707547585e-81,-2.696860217351906e-08,8.092713889201267e-07
1.336909090909091e-05,4.275124379496841e-81,-3.155618482358355e-08,8.012243830501002e-07
1.3377272727272729e-05,3.1274698142424336e-81,-3.640783837514057e-08,8.053732041483946e-07
1.3385454545454547e-05,2.2631761706251486e-81,-4.147777393643836e-08,7.961321557641921e-07
1.3393636363636366e-05,1.6197481717034238e-81,-4.670730582920015e-08,7.98900767659134e-07
1.3401818181818184e-05,1.1460354288524242e-81,-5.2023650167123105e-08,7.881487364344936e-07
1.3410000000000002e-05,8.010604045975295e-82,-5.7338786626600186e-08,7.892094891828787e-07
1.341818181818182e-05,5.525761391600565e-82,-6.254841824622409e-08,7.766179434352445e-07
1.3426363636363639e-05,3.755943834125902e-82,-6.753106961737354e-08,7.756401799089108e-07
1.3434545454545457e-05,2.510156351655331e-82,-7.2147367605044e-08,7.608877927415649e-07
1.3442727272727275e-05,1.6442347563964685e-82,-7.623955085170314e-08,7.575617082163033e-07
1.3450909090909093e-05,1.0506352703739357e-82,-7.963125625812816e-08,7.403625819191798e-07
1.3459090909090912e-05,6.500314826386046e-83,-8.212763375896322e-08,7.344353501947989e-07
1.346727272727273e-05,3.845531120425969e-83,-8.351584481701202e-08,7.145823044992292e-07
1.3475454545454548e-05,2.124462710383597e-83,-8.35660034597186e-08,7.059140935369243e-07
1.3483636363636366e-05,1.0392322285573671e-83,-8.203261968179765e-08,6.833474527760686e-07
1.3491818181818185e-05,3.7981941642221473e-84,-7.865660342306388e-08,6.720010997049399e-07
1.3500000000000001e-05,-1.5822970402128454e-97,-7.316788441115397e-08,6.46922039966618e-07
1.350818181818182e-05,-2.0064037002067359e-84,-6.528870035294029e-08,6.333105239354496e-07
1.3516363636363638e-05,-2.8999794633895055e-84,-5.473760326663217e-08,6.06372445114276e-07
1.3524545454545456e-05,-3.1316454418221453e-84,-4.123422959139753e-08,5.915032036656058e-07
1.3532727272727274e-05,-2.9944768637237584e-84,-2.4504872296284282e-08,5.641324044270864e-07
1.3540909090909092e-05,-2.673869335408602e-84,-4.2888820955350544e-09,5.499943691410191e-07
1.354909090909091e-05,-2.2829632667624677e-84,1.965408873650978e-08,5.248813246118646e-07
1.3557272727272729e-05,-1.8873477582677082e-84,4.753600100551452e-08,5.149518326725894e-07
1.3565454545454547e-05,-1.5220539159692292e-84,7.953151790084722e-08,4.965851754793325e-07
1.3573636363636366e-05,-1.2030661583414142e-84,1.1576830222664131e-07,4.960995540314968e-07
1.3581818181818184e-05,-9.349829833484187e-85,1.5631657549091912e-07,4.90643706728216e-07
1.3590000000000002e-05,-7.16008210941147e-85,2.0117801754371607e-07,5.056385010673661e-07
1.359818181818182e-05,-5.411179475984334e-85,2.502741130524511e-07,5.189821796518616e-07
1.3606363636363639e-05,-4.040011034202252e-85,3.0343407965161724e-07,5.536520270784425e-07
1.3614545454545457e-05,-2.981910281841837e-85,3.6038254124311435e-07,5.884323740897503e-07
1.3622727272727275e-05,-2.1767597346950075e-85,4.2072713942102644e-07,6.432931902996343e-07
1.3630909090909093e-05,-1.571836180425858e-85,4.839463077170181e-07,6.983930268272965e-07
1.3639090909090912e-05,-1.1226984282792301e-85,5.493774675962204e-07,7.714824921149555e-07
1.364727272727273e-05,-7.929677173884867e-86,6.162059403658168e-07,8.441789645971632e-07
1.3655454545454548e-05,-5.535417537139331e-86,6.834549030063353e-07,9.331369726927971e-07
1.3663636363636366e-05,-3.8157510057079136e-86,7.499767468272431e-07,1.0208875810023744e-06
1.3671818181818185e-05,-2.5942101968957547e-86,8.144462258429607e-07,1.1238971917619007e-06
1.3680000000000003e-05,-1.7364096473338463e-86,8.753558077236259e-07,1.2248665466158972e-06
1.368818181818182e-05,-1.141321602689532e-86,9.310136640807104e-07,1.3407338805464883e-06
1.3696363636363638e-05,-7.339006065607283e-87,9.795447568973751e-07,1.453734553332525e-06
1.3704545454545456e-05,-4.590332829219309e-87,1.0188954912561914e-06,1.5817406491278651e-06
1.3712727272727274e-05,-2.7669056388067264e-87,1.0468424089452102e-06,1.7060810417495143e-06
1.3720909090909092e-05,-1.581175077385848e-87,1.061005392506278e-06,1.8458589740928154e-06
1.372909090909091e-05,-8.288735845125309e-88,1.058865835370212e-06,1.981246964930644e-06
1.3737272727272729e-05,-3.6656452179484357e-88,1.0377902108775616e-06,2.1327309372059288e-06
1.3745454545454547e-05,-9.475438196797818e-89,9.950594395323822e-07,2.2792502693447202e-06
1.3753636363636365e-05,5.4657283640227456e-89,9.279044069803645e-07,2.4426896449938602e-06
1.3761818181818184e-05,1.2759755960702326e-88,8.335479226916216e-07,2.6008378244168547e-06
1.3770000000000002e-05,1.5451787380079156e-88,7.09253330696831e-07,2.776863794347312e-06
1.377818181818182e-05,1.5520583733172207e-88,5.523798899428278e-07,2.9476395809749256e-06
1.3786363636363639e-05,1.4220349868032076e-88,3.604449337414647e-07,3.137375469897135e-06
1.3794545454545457e-05,1.2320744324475192e-88,1.3119269485311242e-07,3.3224065908986657e-06
1.3802727272727275e-05,1.0273329326780794e-88,-1.3733045662684336e-07,3.5276146708921323e-06
1.3810909090909093e-05,8.325467147463779e-89,-4.4669477230291114e-07,3.729316669529106e-06
1.3819090909090912e-05,6.597099112730899e-89,-7.980004647402484e-07,3.952573326501026e-06
1.382727272727273e-05,5.1316229667890965e-89,-1.1917863978836697e-06,4.174328085678307e-06
1.3835454545454548e-05,3.9289268929228694e-89,-1.6279350982568477e-06,4.419215669835166e-06
1.3843636363636366e-05,2.966304527802416e-89,-2.1055752643613903e-06,4.6655538052940906e-06
1.3851818181818185e-05,2.2112697598322095e-89,-2.622983167630931e-06,4.936852393873598e-06
1.3860000000000003e-05,1.6290577482018752e-89,-3.1774845609302797e-06,5.213618906600474e-06
1.3868181818181821e-05,1.1867181631462862e-89,-3.7653589365453953e-06,5.517476399763879e-06
1.3876363636363638e-05,8.55084877525466e-90,-4.38174819947558e-06,5.83195632160393e-06
1.3884545454545456e-05,6.094725364490757e-90,-5.020572037542821e-06,6.1760136142066696e-06
1.3892727272727274e-05,4.296516836493181e-90,-5.674452472162657e-06,6.536996795988234e-06
1.3900909090909092e-05,2.994513073721524e-90,-6.334650258452151e-06,6.9304488593106655e-06
1.390909090909091e-05,2.062021905875472e-90,-6.9910159663939145e-06,7.3482223818125324e-06
1.3917272727272729e-05,1.4014564811086493e-90,-7.631958710090098e-06,7.801807168313462e-06
1.3925454545454547e-05,9.387534559845545e-91,-8.244435591900827e-06,8.288079426481182e-06
1.3933636363636365e-05,6.184449933614818e-91,-8.813964984067302e-06,8.814002811066183e-06
1.3941818181818184e-05,3.994958107562765e-91,-9.324666774976042e-06,9.381780860175215e-06
1.3950000000000002e-05,2.518969394603755e-91,-9.759332654873224e-06,9.993602115475604e-06
1.395818181818182e-05,1.5394647611318856e-91,-1.0099529401558528e-05,1.0657056692263647e-05
1.3966363636363638e-05,9.012176369761817e-92,-1.0325737944517164e-05,1.1369568858472542e-05
1.3974545454545457e-05,4.944228180409235e-92,-1.0417530729031847e-05,1.2143924346780843e-05
1.3982727272727275e-05,2.4228557278121184e-92,-1.0353789563040544e-05,1.2973063642659733e-05
1.3990909090909093e-05,9.173725247199648e-93,-1.0112965703714409e-05,1.3874542667663362e-05
1.3999090909090912e-05,6.574554720884978e-94,-9.673383425451722e-06,1.4837351977777821e-05
1.400727272727273e-05,-3.755171327934122e-93,-9.013587705657462e-06,1.58831904952995e-05
1.4015454545454548e-05,-5.675608112284344e-93,-8.112735969211238e-06,1.699784875657413e-05
1.4023636363636366e-05,-6.150377233061884e-93,-6.951033046747221e-06,1.8206383518096148e-05
1.4031818181818185e-05,-5.843684964391217e-93,-5.510207626592915e-06,1.9492300957103188e-05
1.4040000000000003e-05,-5.1649287272681635e-93,-3.77402751907007e-06,2.0883121697663746e-05
1.4048181818181821e-05,-4.356649218644913e-93,-1.7288500123123616e-06,2.236109368428408e-05
1.405636363636364e-05,-3.5544059972629726e-93,6.357975085281155e-07,2.3955248647827168e-05
1.4064545454545456e-05,-2.8269502365440624e-93,3.3266126694728923e-06,2.564765870280019e-05
1.4072727272727274e-05,-2.202734697142235e-93,6.345896138947422e-06,2.7467902801990954e-05
1.4080909090909092e-05,-1.6870691872002478e-93,9.690921010018135e-06,2.9398966399199636e-05
1.408909090909091e-05,-1.272959920393488e-93,1.3353303203526276e-05,3.1470044187711814e-05
1.4097272727272729e-05,-9.477506660220621e-94,1.7318383791473275e-05,3.3666087596570296e-05
1.4105454545454547e-05,-6.97023777691309e-94,2.156463533143906e-05,3.601504654361486e-05
1.4113636363636365e-05,-5.067515571778411e-94,2.6063105428840176e-05,3.850481766189047e-05
1.4121818181818184e-05,-3.6436079237187667e-94,3.0776911776648274e-05,4.116134985177915e-05
1.4130000000000002e-05,-2.591465434169928e-94,3.566080383338373e-05,4.397635992277392e-05
1.413818181818182e-05,-1.8231631651429485e-94,4.066080705955268e-05,4.69731718036639e-05
1.4146363636363638e-05,-1.2684140670405794e-94,4.57139662073889e-05,5.01480679159826e-05
1.4154545454545457e-05,-8.722302373125766e-95,5.0748204514175366e-05,5.352127827681948e-05
1.4162727272727275e-05,-5.923582686575871e-95,5.568231575120335e-05,5.709424682727185e-05
1.4170909090909093e-05,-3.9682893009385144e-95,6.042610589637844e-05,6.088381307655322e-05
1.4179090909090911e-05,-2.6178477828750545e-95,6.488070069902809e-05,6.489701407263115e-05
1.418727272727273e-05,-1.696443717984584e-95,6.893903456291283e-05,6.914718626365217e-05
1.4195454545454548e-05,-1.0760289099395739e-95,7.248653496144264e-05,7.364721761436436e-05
1.4203636363636366e-05,-6.643890729676673e-96,7.540201499354356e-05,7.840701879356879e-05
1.4211818181818185e-05,-3.9584402492689425e-96,7.75587846699029e-05,8.344540887674375e-05
1.4220000000000003e-05,-2.2412527831766786e-96,7.882598907457572e-05,8.876913949272828e-05
1.4228181818181821e-05,-1.170034088687365e-96,7.907017867090235e-05,9.44028654673727e-05
1.423636363636364e-05,-5.228997429718102e-97,7.815711371518689e-05,0.00010035062882396917
1.4244545454545456e-05,-1.489917154090349e-97,7.59538010148937e-05,0.00010664265736846737
1.4252727272727274e-05,5.286487788650718e-98,7.233075713555975e-05,0.00011328090246767812
1.4260909090909092e-05,1.4949092269836238e-97,6.716448764654266e-05,0.00012030074900887906
1.426909090909091e-05,1.8424153339910552e-97,6.034016713553014e-05,0.00012770282679291507
1.4277272727272729e-05,1.846542082484103e-97,5.175449956257651e-05,0.00013552712899526486
1.4285454545454547e-05,1.677600039984901e-97,4.1318733124289974e-05,0.00014377385798010713
1.4293636363636365e-05,1.437278538820652e-97,2.8961798225111903e-05,0.0001524869592134952
1.4301818181818184e-05,1.1833317142333793e-97,1.463353148191309e-05,0.0001616671966992659
1.4310000000000002e-05,9.460651927545048e-98,-1.692056993151067e-06,0.0001713617353630312
1.431818181818182e-05,7.391716790163734e-98,-2.001352138092632e-05,0.00018157295085484719
1.4326363636363638e-05,5.667203217856601e-98,-4.029877676317086e-05,0.00019235045191429138
1.4334545454545457e-05,4.2756387955223864e-98,-6.248201338527133e-05,0.00020369930011868723
1.4342727272727275e-05,3.180386749898477e-98,-8.646079206005616e-05,0.00021567076591423815
1.4350909090909093e-05,2.335556339728746e-98,-0.0001120933882873084,0.00022827365751073455
1.4359090909090911e-05,1.694861139456866e-98,-0.00013919645605859027,0.00024156015566913572
1.436727272727273e-05,1.216109445157419e-98,-0.0001675430848853368,0.0002555438248984033
1.4375454545454548e-05,8.630818100546213e-99,-0.00019686132519516336,0.00027027707202057025
1.4383636363636366e-05,6.059206466475055e-99,-0.00022683325775423648,0.00028577914101579214
1.4391818181818184e-05,4.207356225801366e-99,-0.0002570946820658411,0.00030210208170964963
1.4400000000000003e-05,2.8885146743380658e-99,-0.00028723549665016375,0.0003192716222982643
1.4408181818181821e-05,1.9594587124371544e-99,-0.0003168008406230061,0.0003373390038728179
1.441636363636364e-05,1.3121219232524676e-99,-0.000345293060970342,0.000356337098127306
1.4424545454545458e-05,8.661238851288987e-100,-0.00037217456328577454,0.0003763160418141603
1.4432727272727274e-05,5.624466980755134e-100,-0.00039687159544302494,0.00039731634298701074
1.4440909090909092e-05,3.5827526838231656e-100,-0.00041877900368368485,0.00041938691296241714
1.444909090909091e-05,2.229015378738066e-100,-0.00043726598890769715,0.0004425762085974726
1.4457272727272729e-05,1.345436398885252e-100,-0.00045168287758668904,0.0004669319802477282
1.4465454545454547e-05,7.792008741039682e-101,-0.0004613689067358597,0.0004925107590942569
1.4473636363636365e-05,4.2428496974939745e-101,-0.00046566100586844893,0.0005193593878027501
1.4481818181818184e-05,2.0797065690303696e-101,-0.00046390354094228505,0.0005475424116921302
1.4490000000000002e-05,8.098673356386564e-102,-0.0004554589661522527,0.0005771062030480523
1.449818181818182e-05,1.0386000021055802e-102,-0.0004397193092266161,0.0006081230842523728
1.4506363636363638e-05,-2.5542663292921433e-102,-0.00041611839488881516,0.0006406395660032306
1.4514545454545457e-05,-4.08685117524164e-102,-0.0003841446896264428,0.0006747353497202108
1.4522727272727275e-05,-4.452993925637038e-102,-0.00034335462917702014,0.0007104578449330185
1.4530909090909093e-05,-4.206896033867304e-102,-0.0002933862685401268,0.0007478935954124747
1.4539090909090911e-05,-3.6815232646584106e-102,-0.00023397307323295445,0.0007870917952446284
1.454727272727273e-05,-3.0684185503310774e-102,-0.00016495765032583794,0.0008281451828345166
1.4555454545454548e-05,-2.47076548607885e-102,-8.63051989543799e-05,0.0008711057161657364
1.4563636363636366e-05,-1.9381250725663684e-102,1.8835570484400854e-06,0.0009160716012560354
1.4571818181818184e-05,-1.488770737851193e-102,9.936020656701281e-05,0.0009630985971445671
1.4580000000000003e-05,-1.123743095775634e-102,0.00020571752293925728,0.0010122896055413545
1.4588181818181821e-05,-8.35458344848438e-103,0.0003203796432375666,0.0010637052430427884
1.459636363636364e-05,-6.127953112212201e-103,0.0004425938336616933,0.001117452325837591
1.4604545454545457e-05,-4.4395170589876017e-103,0.0005714241209223221,0.0011735973643122897
1.4612727272727276e-05,-3.1792237551591237e-103,0.0007057470663759285,0.0012322503339106548
1.4620909090909092e-05,-2.2515383310449477e-103,0.0008442499517665023,0.0012934846155608346
1.462909090909091e-05,-1.5772843372748773e-103,0.000985431632431083,0.0013574126481570286
1.4637272727272729e-05,-1.0929820562804279e-103,0.0011276062954860247,0.0014241155631191252
1.4645454545454547e-05,-7.490123143723426e-104,0.0012689103366490353,0.0014937076565616522
1.4653636363636365e-05,-5.0737603934203546e-104,0.0014073125398641189,0.0015662785595576272
1.4661818181818184e-05,-3.3946938460889065e-104,0.001540627708764516,0.0016419439343962324
1.4670000000000002e-05,-2.2408053866526497e-104,0.0016665338583097438,0.0017208025007968192
1.467818181818182e-05,-1.456888176997677e-104,0.0017825930288465316,0.0018029709313122483
1.4686363636363638e-05,-9.307680910658911e-105,0.0018862757336565207,0.0018885574394282342
1.4694545454545457e-05,-5.823076611918323e-105,0.0019749889951628445,0.001977679500589747
1.4702727272727275e-05,-3.548925389212139e-105,0.0020461078648821964,0.00207045502611872
1.4710909090909093e-05,-2.089638254532194e-105,0.0020970102585521244,0.002167002241791114
1.4719090909090911e-05,-1.1718354493541765e-105,0.0021251148713729547,0.0022674487497436426
1.472727272727273e-05,-6.087209469264064e-106,0.002127921869829734,0.0023719136271441992
1.4735454545454548e-05,-2.741676808617872e-106,0.0021030559870572397,0.0024805339462069744
1.4743636363636366e-05,-8.409204334564945e-107,0.002048311579232257,0.0025934298814858274
1.4751818181818184e-05,1.6780246553707664e-107,0.0019616991321598255,0.0027107475456134224
1.4760000000000003e-05,6.42133300979064e-107,0.001841492641276306,0.002832608585557061
1.4768181818181821e-05,8.092350132399022e-107,0.0016862772259953846,0.0029591675277260325
1.477636363636364e-05,8.101986967942702e-107,0.0014949962819918907,0.003090547973039584
1.4784545454545457e-05,7.302046860097405e-107,0.0012669974239958093,0.003226912056561745
1.4792727272727276e-05,6.187563214028588e-107,0.0010020764283009717,0.003368385892894373
1.4800909090909094e-05,5.0307279516393194e-107,0.0007005183498045196,0.003515138266363935
1.480909090909091e-05,3.968221347872646e-107,0.00036313496426487686,0.0036672984101416093
1.4817272727272729e-05,3.0571850150735936e-107,-8.702326190154991e-06,0.0038250406730175866
1.4825454545454547e-05,2.3103706429986758e-107,-0.00041303498633889397,0.003988498020326297
1.4833636363636365e-05,1.717659697116658e-107,-0.000847296088435407,0.004157849187391857
1.4841818181818184e-05,1.2588104575746577e-107,-0.0013082961206230047,0.004333231455568752
1.4850000000000002e-05,9.106680394072825e-108,-0.0017922166406690834,0.004514826709937128
1.485818181818182e-05,6.5096268215239296e-108,-0.00229461249384076,0.004702777063053529
1.4866363636363638e-05,4.600699323053209e-108,-0.0028104232392438403,0.004897266288955634
1.4874545454545457e-05,3.2160393578412156e-108,-0.0033339943386001525,0.005098441740038934
1.4882727272727275e-05,2.223839010499353e-108,-0.0038591085554887817,0.005306487828399148
1.4890909090909093e-05,1.5209890814260235e-108,-0.004379027892050673,0.005521557413077437
1.4899090909090911e-05,1.0285931171869013e-108,-0.004886546254868452,0.005743834334795098
1.490727272727273e-05,6.873762030649051e-109,-0.0053740528932954565,0.005973477052909243
1.4915454545454548e-05,4.534995473622529e-109,-0.005833606493329119,0.006210667696685377
1.4923636363636366e-05,2.9498907122796903e-109,-0.006257019639907915,0.006455570220266856
1.4931818181818184e-05,1.8881815543072465e-109,-0.006635953182249438,0.006708363993793027
1.4940000000000003e-05,1.1859893464055872e-109,-0.006962019852807158,0.006969218141720587
1.4948181818181821e-05,7.279935291720252e-110,-0.007226896303130925,0.007238308337099149
1.495636363636364e-05,4.339335679498874e-110,-0.007422442532130813,0.0075158083186485205
1.4964545454545457e-05,2.4856044959855306e-110,-0.00754082749692757,0.007801889244889453
1.4972727272727276e-05,1.342653966332593e-110,-0.0075746595167532176,0.008096728676174288
1.4980909090909094e-05,6.574363617391898e-111,-0.007517119909494405,0.008400492563519877
1.498909090909091e-05,2.6178351517778847e-111,-0.007362098141781167,0.008713361262574574
1.4997272727272729e-05,4.5431387166585e-112,-0.007104326630377629,0.009035494945308966
1.5005454545454547e-05,-6.283652737545255e-112,-0.006739513208368325,0.009367075513295377
1.5013636363636365e-05,-1.0822554349385763e-111,-0.006264469167510862,0.009708256899527038
1.5021818181818184e-05,-1.1884232882788205e-111,-0.005677230711255851,0.010059221097151858
1.5030000000000002e-05,-1.1171841666566937e-111,-0.0049771716042260016,0.010420115435741055
1.503818181818182e-05,-9.683209219807273e-112,-0.004165104786039755,0.010791120365481107
1.5046363636363638e-05,-7.975887034783562e-112,-0.0032433707325763513,0.01117237632192747
1.5054545454545457e-05,-6.339306418783179e-112,-0.0022159103980383633,0.01156406042817999
1.5062727272727275e-05,-4.9047689305520245e-112,-0.0010883206579601417,0.01196630598290175
1.5070909090909093e-05,-3.7143667093146787e-112,0.00013210970237676118,0.012379284883634717
1.5079090909090911e-05,-2.7631534593915336e-112,0.0014363852473868192,0.01280312306755824
1.508727272727273e-05,-2.0241720597317225e-112,0.0028138119916609047,0.013237985232398173
1.5095454545454548e-05,-1.4627004682510992e-112,0.004252029697527835,0.013683989716203819
1.5103636363636366e-05,-1.0438704498010696e-112,0.005737069452971041,0.014141292007304688
1.5111818181818184e-05,-7.363298101902653e-113,0.00725343730684274,0.014610002562145714
1.5120000000000003e-05,-5.136337553646347e-113,0.008784224401168779,0.01509026565562631
1.5128181818181821e-05,-3.5440600036421195e-113,0.010311243675779576,0.01558218350456018
1.5136363636363639e-05,-2.4189439858823728e-113,0.011815192832592743,0.016085887211698856
1.5144545454545457e-05,-1.632824863559856e-113,0.013275842840284748,0.01660147029244397
1.5152727272727276e-05,-1.0895505924991973e-113,0.014672250840071836,0.01712904880126346
1.5160909090909094e-05,-7.181734146577979e-114,0.01598299588564763,0.017668706962341397
1.5169090909090912e-05,-4.67098829982633e-114,0.017186435521229587,0.018220544021785644
1.5177272727272729e-05,-2.9929493704126606e-114,0.018260980777766788,0.018784634175615877
1.5185454545454547e-05,-1.885022908667891e-114,0.01918538675557131,0.019361058246105258
1.5193636363636365e-05,-1.1631260793963196e-114,0.019939055569065826,0.019949879504083206
1.5201818181818184e-05,-6.996384123050306e-115,0.020502348063193437,0.020551158899832812
1.5210000000000002e-05,-4.070489852825236e-115,0.020856900378491347,0.021164947715950348
1.521818181818182e-05,-2.2601144395146986e-115,0.020985941149928453,0.021791285766158748
1.5226363636363638e-05,-1.167365033498401e-115,0.020874604880125033,0.022430211117346523
1.5234545454545457e-05,-5.2866263816056e-116,0.02051023683690009,0.023081741375132803
