a_m=0.009246010048290298,b_m=0.002648018873008202,c_m=0.008575913291890601
time_s,source_pressure_pa,receiver_pressure_pa,receiver_envelope_pa
1.5242727272727275e-05,-1.7165531925208036e-116,0.019882684694100476,0.02374590000810133
1.5250909090909093e-05,1.4748747670440394e-117,0.018984572068588414,0.024422681537784468
1.525909090909091e-05,1.0099405771397058e-116,0.017811549109571688,0.02511209331369801
1.526727272727273e-05,1.3089978656387538e-116,0.016362515372755484,0.025814106088744515
1.5275454545454548e-05,1.3109048833422135e-116,0.014639810363702838,0.026528709458672233
1.5283636363636366e-05,1.1726371519221091e-116,0.012649367363871868,0.02725584990438319
1.5291818181818184e-05,9.830260142705951e-117,0.010400826459462501,0.027995497550022078
1.5300000000000003e-05,7.893678626655822e-117,0.007907603076649847,0.02874757426662372
1.530818181818182e-05,6.143700998012923e-117,0.005186908784940065,0.029512028942166816
1.531636363636364e-05,4.667455771507587e-117,0.002259721659904113,0.03028875864539275
1.5324545454545457e-05,3.476898187709777e-117,-0.0008492959072237379,0.031077689257685545
1.5332727272727276e-05,2.547307255645456e-117,-0.0041119334085838125,0.03187869297524177
1.5340909090909094e-05,1.8393157195304684e-117,-0.007496623172254055,0.03269167094050301
1.5349090909090912e-05,1.3108424977579299e-117,-0.010968686057386132,0.03351647050385295
1.535727272727273e-05,9.23000866704541e-118,-0.014490631089377629,0.03435296642004123
1.536545454545455e-05,6.425412634949132e-118,-0.018022507415705668,0.03520098129161369
1.5373636363636367e-05,4.424023240353418e-118,-0.021522306132330506,0.03606036196601532
1.5381818181818185e-05,3.0131243480555445e-118,-0.02494640869809236,0.036930906442288934
1.5390000000000003e-05,2.0298653806662258e-118,-0.028250077832956758,0.03781243231410348
1.539818181818182e-05,1.3521777184058845e-118,-0.031387985998394846,0.03870471314500347
1.540636363636364e-05,8.901620488500974e-119,-0.03431477579789901,0.039607536142480575
1.5414545454545458e-05,5.786135227179418e-119,-0.03698564592590671,0.04052065060697
1.5422727272727276e-05,3.7087765060477407e-119,-0.039356955647290644,0.041443812477900875
1.5430909090909095e-05,2.3398618865076167e-119,-0.0413868402196786,0.042376746954581504
1.5439090909090913e-05,1.4491292329080656e-119,-0.04303582918913365,0.043319178107761744
1.544727272727273e-05,8.77548256775658e-120,-0.04426745910720995,0.04427080717777481
1.5455454545454546e-05,5.1648538218583324e-120,-0.04504887194405563,0.0452313260713675
1.5463636363636364e-05,2.925449881402194e-120,-0.04535139031670759,0.04620041218875775
1.5471818181818183e-05,1.566937676918647e-120,-0.04515106062115711,0.04717772529917817
1.548e-05,7.655678503306453e-121,-0.04442915525662519,0.0481629190611401
1.548818181818182e-05,3.102477377556671e-121,-0.043172625364406206,0.04915562146321635
1.5496363636363637e-05,6.521921857137738e-122,-0.04137449587329306,0.05015546250938653
1.5504545454545456e-05,-5.548660353818792e-122,-0.03903419514859863,0.05116203909519886
1.5512727272727274e-05,-1.0534175728190316e-121,-0.036157812179616215,0.05217495766137001
1.5520909090909092e-05,-1.1689601882799519e-121,-0.03275827500631913,0.053193785021218194
1.552909090909091e-05,-1.094341006298047e-121,-0.028855444973307942,0.05421810416845001
1.553727272727273e-05,-9.397846618940502e-122,-0.02447612239844776,0.05524745315288375
1.5545454545454547e-05,-7.651374718832743e-122,-0.019653960344189064,0.056281391688121
1.5553636363636365e-05,-6.003352351685757e-122,-0.014429284368154835,0.05731943066504018
1.5561818181818183e-05,-4.581692269989242e-122,-0.008848817391287721,0.058361106764103776
1.5570000000000002e-05,-3.420828961657997e-122,-0.0029653101401093665,0.059405905579585264
1.557818181818182e-05,-2.508104479850423e-122,0.003162921023576417,0.06045334111772268
1.5586363636363638e-05,-1.8104301799684443e-122,0.009472545696140817,0.06150287576342905
1.5594545454545456e-05,-1.288882806208715e-122,0.01589585588417889,0.0625540013525818
1.5602727272727275e-05,-9.061077468373256e-123,0.02236148139712242,0.06360615933654633
1.5610909090909093e-05,-6.295768387655486e-123,0.028795176951799877,0.06465882006231216
1.561909090909091e-05,-4.325678127229874e-123,0.03512067251376993,0.0657114064736651
1.562727272727273e-05,-2.9398062325615316e-123,0.04126057723856354,0.06676336831859618
1.5635454545454548e-05,-1.9763509869877134e-123,0.047137326319299594,0.06781411257037424
1.5643636363636366e-05,-1.314054401455579e-123,0.052674159114628125,0.06886306950378297
1.5651818181818184e-05,-8.637419726299179e-124,0.05779611614038109,0.06990963273146368
1.5660000000000003e-05,-5.608818411245823e-124,0.06243104187577122,0.07095321443950747
1.566818181818182e-05,-3.5943335390201063e-124,0.0665105798745832,0.07199319752653162
1.567636363636364e-05,-2.26968438883351e-124,0.06997114639539045,0.07302897775011852
1.5684545454545457e-05,-1.4091826529330303e-124,0.07275486868172573,0.07405992994541098
1.5692727272727276e-05,-8.575322712885566e-125,0.07481047413991299,0.07508543538737031
1.5700909090909094e-05,-5.090480267324463e-125,0.07609411698258899,0.0761048634737621
1.5709090909090912e-05,-2.9259123146271304e-125,0.07657012943040356,0.07711758323089973
1.571727272727273e-05,-1.6080641857383118e-125,0.07621168529043815,0.07812296119760678
1.572545454545455e-05,-8.253084571205184e-126,0.07500136465178854,0.0791203566678698
1.5733636363636367e-05,-3.750592864789662e-126,0.07293160954760788,0.08010913583486351
1.5741818181818185e-05,-1.2734579596405322e-126,0.07000506171667546,0.0810886510448539
1.5750000000000003e-05,1.8888989328968377e-139,0.06623477504122043,0.08205827058201358
1.575818181818182e-05,5.805853023910678e-127,0.06164429682343056,0.0830173428755271
1.576636363636364e-05,7.795837417701845e-127,0.05626761377034324,0.08396524065503533
1.5774545454545458e-05,7.820969114135195e-127,0.050148960362831285,0.08490131167933282
1.5782727272727276e-05,6.947508392582097e-127,0.043342489164307614,0.08582493539597971
1.5790909090909095e-05,5.763262918378844e-127,0.03591180455203903,0.0867354623191396
1.5799090909090913e-05,4.571379843465455e-127,0.027929363300737017,0.0876322808099765
1.580727272727273e-05,3.5109160779901474e-127,0.019475747385651103,0.08851474769984255
1.581545454545455e-05,2.630381184833528e-127,0.01063881627154651,0.08938226239197851
1.5823636363636368e-05,1.9315159404220165e-127,0.001512747785528493,0.0902341916850225
1.5831818181818183e-05,1.3945453008012385e-127,-0.007803021593022706,0.09106994809842668
1.584e-05,9.921265140064823e-128,-0.017204944580889184,0.09188891208534394
1.584818181818182e-05,6.965641608532812e-128,-0.026586585172481123,0.0926905113162629
1.5856363636363637e-05,4.831387505734142e-128,-0.035839899763130116,0.09347414357021132
1.5864545454545456e-05,3.312867197196805e-128,-0.04485656103440721,0.09423925368014316
1.5872727272727274e-05,2.246674122877371e-128,-0.05352930744994926,0.09498526035320234
1.5880909090909092e-05,1.5071518206711922e-128,-0.061753300572075696,0.09571162758837011
1.588909090909091e-05,1.0000759183418967e-128,-0.06942747201809092,0.09641779850214886
1.589727272727273e-05,6.562140061454824e-129,-0.07645584174031284,0.09710325826910356
1.5905454545454547e-05,4.25559713217791e-129,-0.08274878944147074,0.09776747772635624
1.5913636363636365e-05,2.7252746918880726e-129,-0.08822426132915308,0.09840996525058085
1.5921818181818183e-05,1.72129596812311e-129,-0.0928088950674014,0.09903022249612653
1.593e-05,1.0703423591417019e-129,-0.09643904669421856,0.09962778309229335
1.593818181818182e-05,6.535799100075534e-130,-0.0990617044305476,0.10020218235352939
1.5946363636363638e-05,3.9043436568094435e-130,-0.10063527569512763,0.10075298123846373
1.5954545454545456e-05,2.268689702099698e-130,-0.10113023524275114,0.10127975127831419
1.5962727272727275e-05,1.2704143944304708e-130,-0.10052962413953509,0.10178208286060891
1.5970909090909093e-05,6.744521623638286e-131,-0.09882939125336494,0.10225958597871188
1.597909090909091e-05,3.2845783347927104e-131,-0.09603857104330149,0.1027118825622326
1.598727272727273e-05,1.3494658151834722e-131,-0.09217929364862286,0.10313862298354913
1.5995454545454548e-05,3.240640797436422e-132,-0.08728662557445695,0.10353946282584647
1.6003636363636366e-05,-1.7365998924611328e-132,-0.08140824161326572,0.10391409441974024
1.6011818181818184e-05,-3.7662940778680185e-132,-0.07460393099537295,0.10426220909059544
1.6020000000000002e-05,-4.237119535010457e-132,-0.06694494309239829,0.10458354236765532
1.602818181818182e-05,-3.95384989351133e-132,-0.058513180270047725,0.10487782335749345
1.603636363636364e-05,-3.3654453414097685e-132,-0.04940024766699773,0.10514483169588165
1.6044545454545457e-05,-2.7088773310218494e-132,-0.03970637173153939,0.10538433622861305
1.6052727272727276e-05,-2.0983780631396663e-132,-0.029539201245845557,0.10559616128662085
1.6060909090909094e-05,-1.5797969540151623e-132,-0.019012506280011665,0.10578011729667453
1.6069090909090912e-05,-1.1629627467136886e-132,-0.008244792017885305,0.10593607357339785
1.607727272727273e-05,-8.404031433075087e-133,0.002642154339270718,0.10606388381214396
1.608545454545455e-05,-5.977602190155128e-133,0.013524764376970526,0.10616346232362263
1.6093636363636367e-05,-4.1926530945920485e-133,0.024279217028845175,0.10623470756600034
1.6101818181818185e-05,-2.9035884188517813e-133,0.03478297449191425,0.10627757860986095
1.6110000000000003e-05,-1.987238269996644e-133,0.044916304931668045,0.10629201993792484
1.611818181818182e-05,-1.3448727235773386e-133,0.05456377154682166,0.10627803492556309
1.612636363636364e-05,-9.002496380144359e-134,0.06361566799125444,0.10623561507177477
1.6134545454545458e-05,-5.961121911807859e-134,0.07196938086626053,0.10616480741327099
1.6142727272727276e-05,-3.904006344232105e-134,0.07953066098968366,0.10606565115254771
1.6150909090909095e-05,-2.527786230982973e-134,0.08621478640540159,0.1059382361857906
1.6159090909090913e-05,-1.6170652286200002e-134,0.09194760159852826,0.10578264977166693
1.616727272727273e-05,-1.0210194467521951e-134,0.09666641910642029,0.10559902373365809
1.617545454545455e-05,-6.353690855924866e-135,0.10032077163750926,0.10538749338042323
1.6183636363636368e-05,-3.8886221249098895e-135,0.10287300490052345,0.10514823142535563
1.6191818181818186e-05,-2.3336032874590342e-135,0.10429870357465197,0.104881420844545
1.62e-05,-1.3669663468879526e-135,0.10458694518341184,0.10458727411985526
1.620818181818182e-05,-7.761127495111595e-136,0.1037403790366414,0.10426602112598263
1.6216363636363637e-05,-4.220898235405423e-136,0.10177512984040588,0.10391791292424173
1.6224545454545456e-05,-2.1512646379533168e-136,0.0987205280074884,0.10354322513122041
1.6232727272727274e-05,-9.793614850443932e-137,0.09461867109552563,0.10314224614242287
1.6240909090909092e-05,-3.444937355806725e-137,0.08952382312041823,0.10271529577862241
1.624909090909091e-05,-2.2936232275137268e-138,0.08350166070535872,0.10226269847398552
1.625727272727273e-05,1.2170421613426586e-137,0.07662837709842062,0.10178481635018112
1.6265454545454547e-05,1.7088675447984895e-137,0.06898965699418923,0.10128200853494287
1.6273636363636365e-05,1.7203542650294866e-137,0.06067953680018934,0.1007546772055807
1.6281818181818183e-05,1.5185289045816207e-137,0.05179916647285126,0.10020321478452773
1.629e-05,1.2468687331530059e-137,0.04245549028995939,0.09962806094872476
1.629818181818182e-05,9.77077761644499e-138,0.032759864910278005,0.09902963995413992
1.6306363636363638e-05,7.405658849613508e-138,0.02282663378374447,0.0984084261484647
1.6314545454545456e-05,5.471859859161597e-138,0.012771677408890906,0.09776487408571957
1.6322727272727275e-05,3.9609478899289526e-138,0.002710959083965689,0.09709948972604282
1.6330909090909093e-05,2.818317797496143e-138,-0.007240914335094864,0.09641275629722837
1.633909090909091e-05,1.975567774150017e-138,-0.016972097568496762,0.09570520813182148
1.634727272727273e-05,1.3664427326141443e-138,-0.0263748595182993,0.09497735540252453
1.6355454545454548e-05,9.336090738724763e-139,-0.035346865864250884,0.0942297574429539
1.6363636363636366e-05,6.3056911591880855e-139,-0.043792375346227395,0.09346294952138483
1.6371818181818184e-05,4.212009825250504e-139,-0.05162333482789576,0.09267751252149982
1.6380000000000002e-05,2.7830646292222666e-139,-0.05876035983099331,0.09187400482264374
1.638818181818182e-05,1.818961650235981e-139,-0.06513358899498439,0.09105302537914328
1.639636363636364e-05,1.1756530864737347e-139,-0.07068340282452236,0.09021515354947368
1.6404545454545457e-05,7.510509681434611e-140,-0.07536099910698561,0.08936100290008586
1.6412727272727275e-05,4.738521558555482e-140,-0.07912881948293204,0.0884911714804886
1.6420909090909094e-05,2.94904816341577e-140,-0.08196082380138003,0.08760628407755586
1.6429090909090912e-05,1.807353329382087e-140,-0.0838426110568391,0.08670695498340757
1.643727272727273e-05,1.0880735732274978e-140,-0.08477138785366768,0.08579381692169265
1.644545454545455e-05,6.411547734246274e-141,-0.08475578744404813,0.08486749781960679
1.6453636363636367e-05,3.6777445017890754e-141,-0.08381554440827912,0.08392863519744312
1.6461818181818185e-05,2.0356508985042362e-141,-0.08198103196150854,0.0829778678579905
1.6470000000000003e-05,1.0707551770371343e-141,-0.07929267065288265,0.08201583515038811
1.647818181818182e-05,5.1929960182323734e-142,-0.07580021884727205,0.08104318385501064
1.648636363636364e-05,2.1560460700611552e-142,-0.07156195682497254,0.08006055237597685
1.6494545454545458e-05,5.707183839081482e-143,-0.06664377758290403,0.07906859245446396
1.6502727272727276e-05,-1.8812525809784979e-143,-0.06111819845701455,0.07806793898374985
1.6510909090909095e-05,-4.94213758344127e-143,-0.05506330849853174,0.07705924555609327
1.6519090909090913e-05,-5.658582890890721e-143,-0.048561667118706055,0.07604314120278748
1.652727272727273e-05,-5.268651659487857e-143,-0.041699169863754784,0.07502027819590344
1.653545454545455e-05,-4.446812703182486e-143,-0.03456389729350973,0.07399127756773294
1.6543636363636368e-05,-3.539333479774755e-143,-0.02724496281706233,0.07295678707351501
1.6551818181818186e-05,-2.707117966307882e-143,-0.019831374993239025,0.07191741781653145
1.6560000000000004e-05,-2.0106749858182126e-143,-0.012410929243079197,0.07087380985314148
1.6568181818181822e-05,-1.4594400601058245e-143,-0.005069143158755239,0.06982656262176569
1.6576363636363637e-05,-1.039512854072047e-143,0.0021117513555052427,0.06877630535498161
1.6584545454545455e-05,-7.285883463618114e-144,0.00905374699154895,0.06772362426709859
1.6592727272727274e-05,-5.034789067484348e-144,0.015683920139327297,0.06666913474293581
1.6600909090909092e-05,-3.434882036351928e-144,0.021935200716330372,0.06561340836900204
1.660909090909091e-05,-2.3156650149429052e-144,0.02774704474773853,0.0645570438029124
1.661727272727273e-05,-1.5435987115968463e-144,0.033066003286904365,0.06350059673205331
1.6625454545454547e-05,-1.0177329682233902e-144,0.03784618288333664,0.06244464639388493
1.6633636363636365e-05,-6.63770220662902e-145,0.04204959444880585,0.061389731413715204
1.6641818181818183e-05,-4.281849819026461e-145,0.045646389016416024,0.060336409141263724
1.665e-05,-2.7309695542261252e-145,0.04861498050802308,0.059285200061709016
1.665818181818182e-05,-1.7210699856087304e-145,0.050942057198775606,0.058236637429260774
1.6666363636363638e-05,-1.0706727251041313e-145,0.05262248507171598,0.0571912225742069
1.6674545454545456e-05,-6.565725116894007e-146,0.05365910766988656,0.05614946273614242
1.6682727272727275e-05,-3.9609940155853834e-146,0.05406244835976608,0.05511183912037225
1.6690909090909093e-05,-2.3440117174066913e-146,0.05385032210182667,0.05407883134365573
1.669909090909091e-05,-1.354802991015906e-146,0.0530473648676473,0.05305089954622928
1.670727272727273e-05,-7.597074552082597e-147,0.05168448973696437,0.052028494439501194
1.6715454545454548e-05,-4.087453078009669e-147,0.049798279443544674,0.05101205417863715
1.6723636363636366e-05,-2.0676695399569356e-147,0.04743032570978355,0.050001999619844154
1.6731818181818184e-05,-9.41554969601434e-148,0.044626526113129755,0.04899874602863674
1.6740000000000002e-05,-3.406258731588204e-148,0.04143634946216788,0.04800268378770741
1.674818181818182e-05,-4.058188377279329e-149,0.03791208072840655,0.04701420438458451
1.675636363636364e-05,9.271931098797751e-149,0.0341080564859769,0.04603366743253889
1.6764545454545457e-05,1.3782023107112574e-148,0.030079901562335896,0.04506143977529571
1.6772727272727275e-05,1.3950712446647297e-148,0.025883777207650446,0.04409785026648221
1.6780909090909094e-05,1.2244081093564099e-148,0.021575650559718842,0.043143240274155746
1.6789090909090912e-05,9.954331529607398e-149,0.01721059452768769,0.04219790818412973
1.679727272727273e-05,7.707602072455345e-149,0.012842126455521498,0.041262169106891115
1.680545454545455e-05,5.765757132152761e-149,0.008521593070435766,0.04033629150468288
1.6813636363636367e-05,4.201716558960827e-149,0.004297608288468767,0.03942056351824514
1.6821818181818185e-05,2.9984230655559895e-149,0.00021554945581055314,0.03851522444841634
1.6830000000000003e-05,2.1025786785466103e-149,-0.0036828834324744027,0.03762053484627765
1.683818181818182e-05,1.4522124459522122e-149,-0.0073600420579628695,0.036736705793341866
1.684636363636364e-05,9.895572396791865e-150,-0.010782635242904074,0.03586396974754688
1.6854545454545458e-05,6.660109193517303e-150,-0.013921964212648151,0.03500251065295749
1.6862727272727276e-05,4.430847969682698e-150,-0.01675408735923276,0.03415253251182169
1.6870909090909094e-05,2.9151790390277974e-150,-0.019259915214312126,0.03331419331169204
